E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.124,0.21,0.124,0.195,0.176,0.264,0.176,0.25,0.436,0.258,0.436,0.239,0.436,0.319,0.436,0.311,0.436,0.431,0.436,0.422,0.436,0.805,0.436,0.799
0.124,0.199,0.124,0.189,0.176,0.273,0.176,0.245,0.437,0.261,0.437,0.241,0.437,0.313,0.437,0.313,0.437,0.422,0.437,0.425,0.437,0.805,0.437,0.799
0.125,0.199,0.125,0.193,0.176,0.267,0.176,0.242,0.438,0.258,0.438,0.23,0.438,0.315,0.438,0.313,0.438,0.428,0.438,0.423,0.438,0.798,0.438,0.798
0.125,0.201,0.125,0.187,0.177,0.267,0.177,0.241,0.439,0.256,0.439,0.236,0.439,0.319,0.439,0.308,0.439,0.434,0.439,0.414,0.439,0.805,0.439,0.795
0.125,0.204,0.125,0.195,0.177,0.261,0.177,0.272,0.44,0.261,0.44,0.229,0.44,0.319,0.44,0.308,0.44,0.433,0.44,0.417,0.44,0.791,0.44,0.788
0.125,0.193,0.125,0.187,0.178,0.253,0.178,0.236,0.441,0.252,0.441,0.232,0.441,0.318,0.441,0.313,0.441,0.425,0.441,0.426,0.441,0.791,0.441,0.791
0.126,0.206,0.126,0.203,0.178,0.268,0.178,0.25,0.442,0.255,0.442,0.233,0.442,0.315,0.442,0.31,0.442,0.423,0.442,0.411,0.442,0.785,0.442,0.782
0.126,0.193,0.126,0.184,0.178,0.247,0.178,0.23,0.443,0.258,0.443,0.232,0.443,0.324,0.443,0.302,0.443,0.417,0.443,0.41,0.443,0.79,0.443,0.787
0.126,0.204,0.126,0.181,0.179,0.273,0.179,0.247,0.444,0.252,0.444,0.229,0.444,0.308,0.444,0.307,0.444,0.413,0.444,0.4,0.444,0.779,0.444,0.781
0.126,0.199,0.126,0.184,0.179,0.252,0.179,0.247,0.445,0.252,0.445,0.232,0.445,0.31,0.445,0.301,0.445,0.413,0.445,0.408,0.445,0.779,0.445,0.768
0.127,0.203,0.127,0.186,0.179,0.259,0.179,0.236,0.446,0.252,0.446,0.23,0.446,0.318,0.446,0.299,0.446,0.413,0.446,0.407,0.446,0.775,0.446,0.765
0.127,0.199,0.127,0.184,0.18,0.258,0.18,0.236,0.447,0.252,0.447,0.233,0.447,0.316,0.447,0.308,0.447,0.419,0.447,0.405,0.447,0.779,0.447,0.77
0.127,0.206,0.127,0.195,0.18,0.245,0.18,0.236,0.448,0.25,0.448,0.232,0.448,0.308,0.448,0.302,0.448,0.408,0.448,0.397,0.448,0.767,0.448,0.764
0.127,0.192,0.127,0.187,0.181,0.244,0.181,0.227,0.449,0.256,0.449,0.229,0.449,0.307,0.449,0.301,0.449,0.413,0.449,0.403,0.449,0.77,0.449,0.768
0.128,0.204,0.128,0.19,0.181,0.253,0.181,0.233,0.45,0.245,0.45,0.227,0.45,0.311,0.45,0.301,0.45,0.41,0.45,0.407,0.45,0.772,0.45,0.765
0.128,0.199,0.128,0.176,0.181,0.252,0.181,0.239,0.451,0.247,0.451,0.221,0.451,0.308,0.451,0.305,0.451,0.422,0.451,0.402,0.451,0.779,0.451,0.776
0.128,0.195,0.128,0.196,0.182,0.256,0.182,0.242,0.452,0.249,0.452,0.226,0.452,0.316,0.452,0.299,0.452,0.414,0.452,0.397,0.452,0.768,0.452,0.764
0.128,0.201,0.128,0.184,0.182,0.236,0.182,0.221,0.453,0.245,0.453,0.232,0.453,0.313,0.453,0.299,0.453,0.417,0.453,0.4,0.453,0.772,0.453,0.755
0.129,0.221,0.129,0.186,0.182,0.247,0.182,0.232,0.454,0.249,0.454,0.227,0.454,0.307,0.454,0.304,0.454,0.414,0.454,0.4,0.454,0.758,0.454,0.747
0.129,0.19,0.129,0.183,0.183,0.259,0.183,0.236,0.455,0.249,0.455,0.229,0.455,0.308,0.455,0.288,0.455,0.422,0.455,0.402,0.455,0.765,0.455,0.75
0.129,0.201,0.129,0.206,0.183,0.249,0.183,0.239,0.456,0.242,0.456,0.222,0.456,0.311,0.456,0.301,0.456,0.41,0.456,0.4,0.456,0.761,0.456,0.742
0.129,0.193,0.129,0.183,0.184,0.232,0.184,0.215,0.457,0.245,0.457,0.229,0.457,0.31,0.457,0.299,0.457,0.417,0.457,0.403,0.457,0.765,0.457,0.749
0.13,0.196,0.13,0.184,0.184,0.239,0.184,0.222,0.458,0.244,0.458,0.226,0.458,0.318,0.458,0.293,0.458,0.42,0.458,0.399,0.458,0.765,0.458,0.744
0.13,0.193,0.13,0.187,0.184,0.247,0.184,0.215,0.459,0.249,0.459,0.224,0.459,0.315,0.459,0.305,0.459,0.422,0.459,0.4,0.459,0.764,0.459,0.753
0.13,0.198,0.13,0.184,0.185,0.249,0.185,0.235,0.46,0.247,0.46,0.227,0.46,0.311,0.46,0.298,0.46,0.417,0.46,0.399,0.46,0.765,0.46,0.742
0.13,0.181,0.13,0.184,0.185,0.236,0.185,0.23,0.461,0.25,0.461,0.227,0.461,0.311,0.461,0.302,0.461,0.425,0.461,0.403,0.461,0.764,0.461,0.753
0.131,0.196,0.131,0.175,0.185,0.23,0.185,0.207,0.462,0.247,0.462,0.226,0.462,0.316,0.462,0.293,0.462,0.426,0.462,0.407,0.462,0.767,0.462,0.749
0.131,0.192,0.131,0.176,0.186,0.23,0.186,0.221,0.463,0.25,0.463,0.229,0.463,0.321,0.463,0.301,0.463,0.434,0.463,0.407,0.463,0.772,0.463,0.758
0.131,0.209,0.131,0.193,0.186,0.241,0.186,0.207,0.464,0.25,0.464,0.226,0.464,0.316,0.464,0.293,0.464,0.43,0.464,0.402,0.464,0.765,0.464,0.742
0.131,0.204,0.131,0.19,0.187,0.239,0.187,0.206,0.465,0.247,0.465,0.227,0.465,0.319,0.465,0.304,0.465,0.437,0.465,0.408,0.465,0.768,0.465,0.749
0.132,0.198,0.132,0.183,0.187,0.256,0.187,0.207,0.466,0.25,0.466,0.232,0.466,0.311,0.466,0.301,0.466,0.436,0.466,0.408,0.466,0.767,0.466,0.742
0.132,0.196,0.132,0.172,0.187,0.232,0.187,0.212,0.467,0.255,0.467,0.229,0.467,0.327,0.467,0.299,0.467,0.445,0.467,0.422,0.467,0.776,0.467,0.764
0.132,0.203,0.132,0.192,0.188,0.232,0.188,0.226,0.468,0.25,0.468,0.232,0.468,0.322,0.468,0.304,0.468,0.442,0.468,0.413,0.468,0.779,0.468,0.744
0.132,0.199,0.132,0.184,0.188,0.227,0.188,0.206,0.469,0.245,0.469,0.227,0.469,0.324,0.469,0.304,0.469,0.445,0.469,0.413,0.469,0.795,0.469,0.758
0.133,0.201,0.133,0.175,0.189,0.242,0.189,0.209,0.47,0.252,0.47,0.235,0.47,0.333,0.47,0.302,0.47,0.451,0.47,0.413,0.47,0.779,0.47,0.752
0.133,0.193,0.133,0.181,0.189,0.235,0.189,0.218,0.471,0.25,0.471,0.227,0.471,0.328,0.471,0.307,0.471,0.454,0.471,0.422,0.471,0.787,0.471,0.761
0.133,0.192,0.133,0.192,0.189,0.235,0.189,0.226,0.472,0.255,0.472,0.229,0.472,0.327,0.472,0.307,0.472,0.46,0.472,0.422,0.472,0.79,0.472,0.761
0.133,0.19,0.133,0.186,0.19,0.226,0.19,0.199,0.473,0.25,0.473,0.232,0.473,0.333,0.473,0.302,0.473,0.463,0.473,0.42,0.473,0.795,0.473,0.764
0.134,0.19,0.134,0.181,0.19,0.232,0.19,0.215,0.474,0.252,0.474,0.23,0.474,0.331,0.474,0.311,0.474,0.462,0.474,0.416,0.474,0.801,0.474,0.764
0.134,0.187,0.134,0.17,0.19,0.227,0.19,0.209,0.475,0.255,0.475,0.229,0.475,0.339,0.475,0.318,0.475,0.468,0.475,0.425,0.475,0.81,0.475,0.767
0.134,0.186,0.134,0.172,0.191,0.247,0.191,0.241,0.476,0.256,0.476,0.235,0.476,0.336,0.476,0.311,0.476,0.474,0.476,0.426,0.476,0.81,0.476,0.764
0.134,0.181,0.134,0.163,0.191,0.232,0.191,0.201,0.477,0.253,0.477,0.229,0.477,0.341,0.477,0.316,0.477,0.468,0.477,0.426,0.477,0.816,0.477,0.776
0.135,0.193,0.135,0.18,0.192,0.216,0.192,0.216,0.478,0.255,0.478,0.235,0.478,0.334,0.478,0.321,0.478,0.479,0.478,0.431,0.478,0.824,0.478,0.778
0.135,0.187,0.135,0.169,0.192,0.219,0.192,0.204,0.479,0.256,0.479,0.235,0.479,0.339,0.479,0.311,0.479,0.485,0.479,0.437,0.479,0.828,0.479,0.788
0.135,0.201,0.135,0.19,0.192,0.226,0.192,0.209,0.48,0.253,0.48,0.236,0.48,0.341,0.48,0.315,0.48,0.479,0.48,0.433,0.48,0.837,0.48,0.781
0.135,0.19,0.135,0.176,0.193,0.221,0.193,0.21,0.481,0.256,0.481,0.232,0.481,0.347,0.481,0.31,0.481,0.486,0.481,0.434,0.481,0.842,0.481,0.795
0.136,0.187,0.136,0.18,0.193,0.23,0.193,0.198,0.482,0.258,0.482,0.23,0.482,0.345,0.482,0.322,0.482,0.483,0.482,0.431,0.482,0.839,0.482,0.795
0.136,0.192,0.136,0.175,0.193,0.212,0.193,0.199,0.483,0.261,0.483,0.236,0.483,0.347,0.483,0.319,0.483,0.489,0.483,0.44,0.483,0.856,0.483,0.805
0.136,0.193,0.136,0.183,0.194,0.238,0.194,0.201,0.484,0.256,0.484,0.238,0.484,0.347,0.484,0.318,0.484,0.491,0.484,0.439,0.484,0.856,0.484,0.795
0.136,0.19,0.136,0.173,0.194,0.207,0.194,0.186,0.485,0.261,0.485,0.236,0.485,0.341,0.485,0.315,0.485,0.494,0.485,0.437,0.485,0.86,0.485,0.802
0.137,0.178,0.137,0.17,0.195,0.216,0.195,0.201,0.486,0.255,0.486,0.236,0.486,0.345,0.486,0.316,0.486,0.488,0.486,0.433,0.486,0.857,0.486,0.802
0.137,0.192,0.137,0.163,0.195,0.236,0.195,0.215,0.487,0.252,0.487,0.232,0.487,0.339,0.487,0.311,0.487,0.483,0.487,0.443,0.487,0.87,0.487,0.802
0.137,0.187,0.137,0.172,0.195,0.221,0.195,0.212,0.488,0.261,0.488,0.235,0.488,0.341,0.488,0.311,0.488,0.477,0.488,0.436,0.488,0.862,0.488,0.805
0.137,0.183,0.137,0.169,0.196,0.216,0.196,0.19,0.489,0.259,0.489,0.233,0.489,0.342,0.489,0.308,0.489,0.48,0.489,0.436,0.489,0.867,0.489,0.808
0.138,0.192,0.138,0.17,0.196,0.215,0.196,0.21,0.49,0.256,0.49,0.236,0.49,0.327,0.49,0.315,0.49,0.479,0.49,0.437,0.49,0.87,0.49,0.811
0.138,0.183,0.138,0.17,0.196,0.204,0.196,0.206,0.491,0.258,0.491,0.232,0.491,0.333,0.491,0.305,0.491,0.485,0.491,0.434,0.491,0.871,0.491,0.818
0.138,0.178,0.138,0.173,0.197,0.218,0.197,0.199,0.492,0.253,0.492,0.235,0.492,0.333,0.492,0.305,0.492,0.474,0.492,0.428,0.492,0.87,0.492,0.805
0.138,0.183,0.138,0.169,0.197,0.203,0.197,0.18,0.493,0.255,0.493,0.239,0.493,0.331,0.493,0.31,0.493,0.471,0.493,0.426,0.493,0.874,0.493,0.81
0.139,0.18,0.139,0.169,0.198,0.199,0.198,0.186,0.494,0.262,0.494,0.236,0.494,0.328,0.494,0.301,0.494,0.469,0.494,0.422,0.494,0.864,0.494,0.804
0.139,0.181,0.139,0.166,0.198,0.204,0.198,0.19,0.495,0.255,0.495,0.241,0.495,0.328,0.495,0.307,0.495,0.471,0.495,0.423,0.495,0.865,0.495,0.807
0.139,0.201,0.139,0.193,0.198,0.21,0.198,0.19,0.496,0.256,0.496,0.235,0.496,0.325,0.496,0.305,0.496,0.46,0.496,0.423,0.496,0.862,0.496,0.802
0.139,0.172,0.139,0.163,0.199,0.21,0.199,0.187,0.497,0.258,0.497,0.233,0.497,0.321,0.497,0.301,0.497,0.463,0.497,0.414,0.497,0.862,0.497,0.802
0.14,0.181,0.14,0.157,0.199,0.209,0.199,0.183,0.498,0.25,0.498,0.232,0.498,0.319,0.498,0.301,0.498,0.449,0.498,0.413,0.498,0.848,0.498,0.796
0.14,0.175,0.14,0.167,0.199,0.203,0.199,0.17,0.499,0.253,0.499,0.233,0.499,0.324,0.499,0.298,0.499,0.459,0.499,0.414,0.499,0.854,0.499,0.799
0.14,0.172,0.14,0.163,0.2,0.206,0.2,0.187,0.5,0.199,0.5,0.18,0.5,0.261,0.5,0.236,0.5,0.385,0.5,0.361,0.5,0.808,0.5,0.75
0.14,0.178,0.14,0.16,0.2,0.196,0.2,0.186,0.499,0.132,0.499,0.115,0.499,0.18,0.499,0.158,0.499,0.295,0.499,0.267,0.499,0.704,0.499,0.647
0.141,0.18,0.141,0.17,0.201,0.199,0.201,0.176,0.498,0.091,0.498,0.075,0.498,0.111,0.498,0.103,0.498,0.21,0.498,0.187,0.498,0.604,0.498,0.56
0.141,0.186,0.141,0.16,0.201,0.212,0.201,0.178,0.497,0.069,0.497,0.042,0.497,0.063,0.497,0.052,0.497,0.152,0.497,0.126,0.497,0.512,0.497,0.465
0.141,0.176,0.141,0.169,0.201,0.198,0.201,0.201,0.496,0.045,0.496,0.022,0.496,0.026,0.496,0.025,0.496,0.089,0.496,0.075,0.496,0.419,0.496,0.374
0.141,0.192,0.141,0.158,0.202,0.19,0.202,0.189,0.495,0.023,0.495,0.006,0.495,-0.003,0.495,-0.02,0.495,0.054,0.495,0.034,0.495,0.342,0.495,0.298
0.141,0.193,0.141,0.167,0.202,0.21,0.202,0.199,0.494,0.011,0.494,-0.001,0.494,-0.026,0.494,-0.037,0.494,0.011,0.494,-0.012,0.494,0.262,0.494,0.236
0.142,0.181,0.142,0.16,0.202,0.203,0.202,0.173,0.493,0,0.493,-0.009,0.493,-0.043,0.493,-0.054,0.493,-0.021,0.493,-0.038,0.493,0.196,0.493,0.163
0.142,0.187,0.142,0.167,0.203,0.203,0.203,0.196,0.492,0.002,0.492,-0.015,0.492,-0.061,0.492,-0.07,0.492,-0.049,0.492,-0.067,0.492,0.138,0.492,0.104
0.142,0.173,0.142,0.158,0.203,0.201,0.203,0.184,0.491,-0.011,0.491,-0.024,0.491,-0.072,0.491,-0.084,0.491,-0.074,0.491,-0.084,0.491,0.072,0.491,0.048
0.142,0.183,0.142,0.166,0.203,0.201,0.203,0.186,0.49,-0.014,0.49,-0.02,0.49,-0.077,0.49,-0.092,0.49,-0.092,0.49,-0.103,0.49,0.025,0.49,0
0.143,0.178,0.143,0.16,0.204,0.187,0.204,0.18,0.489,-0.014,0.489,-0.034,0.489,-0.092,0.489,-0.097,0.489,-0.103,0.489,-0.116,0.489,-0.021,0.489,-0.043
0.143,0.183,0.143,0.17,0.204,0.189,0.204,0.186,0.488,-0.017,0.488,-0.026,0.488,-0.101,0.488,-0.104,0.488,-0.12,0.488,-0.132,0.488,-0.063,0.488,-0.081
0.143,0.176,0.143,0.169,0.205,0.201,0.205,0.169,0.487,-0.021,0.487,-0.032,0.487,-0.098,0.487,-0.109,0.487,-0.132,0.487,-0.141,0.487,-0.098,0.487,-0.12
0.143,0.184,0.143,0.16,0.205,0.195,0.205,0.17,0.486,-0.026,0.486,-0.04,0.486,-0.112,0.486,-0.113,0.486,-0.147,0.486,-0.149,0.486,-0.133,0.486,-0.152
0.144,0.173,0.144,0.158,0.205,0.193,0.205,0.167,0.485,-0.021,0.485,-0.038,0.485,-0.109,0.485,-0.124,0.485,-0.155,0.485,-0.162,0.485,-0.173,0.485,-0.178
0.144,0.178,0.144,0.166,0.206,0.203,0.206,0.172,0.484,-0.028,0.484,-0.04,0.484,-0.118,0.484,-0.123,0.484,-0.158,0.484,-0.167,0.484,-0.198,0.484,-0.208
0.144,0.18,0.144,0.157,0.206,0.198,0.206,0.176,0.483,-0.029,0.483,-0.041,0.483,-0.12,0.483,-0.124,0.483,-0.167,0.483,-0.173,0.483,-0.228,0.483,-0.245
0.144,0.172,0.144,0.163,0.206,0.184,0.206,0.169,0.482,-0.032,0.482,-0.044,0.482,-0.123,0.482,-0.127,0.482,-0.181,0.482,-0.189,0.482,-0.258,0.482,-0.262
0.145,0.169,0.145,0.157,0.207,0.186,0.207,0.18,0.481,-0.032,0.481,-0.046,0.481,-0.126,0.481,-0.132,0.481,-0.179,0.481,-0.187,0.481,-0.278,0.481,-0.284
0.145,0.187,0.145,0.166,0.207,0.195,0.207,0.167,0.48,-0.029,0.48,-0.046,0.48,-0.13,0.48,-0.133,0.48,-0.185,0.48,-0.195,0.48,-0.301,0.48,-0.311
0.145,0.181,0.145,0.163,0.208,0.193,0.208,0.158,0.479,-0.034,0.479,-0.055,0.479,-0.123,0.479,-0.133,0.479,-0.192,0.479,-0.193,0.479,-0.317,0.479,-0.33
0.145,0.178,0.145,0.158,0.208,0.183,0.208,0.167,0.478,-0.032,0.478,-0.046,0.478,-0.133,0.478,-0.136,0.478,-0.199,0.478,-0.204,0.478,-0.342,0.478,-0.343
0.146,0.172,0.146,0.172,0.208,0.173,0.208,0.166,0.477,-0.043,0.477,-0.047,0.477,-0.13,0.477,-0.136,0.477,-0.202,0.477,-0.202,0.477,-0.365,0.477,-0.365
0.146,0.176,0.146,0.163,0.209,0.184,0.209,0.176,0.476,-0.044,0.476,-0.051,0.476,-0.135,0.476,-0.146,0.476,-0.204,0.476,-0.207,0.476,-0.37,0.476,-0.379
0.146,0.178,0.146,0.16,0.209,0.184,0.209,0.161,0.475,-0.041,0.475,-0.051,0.475,-0.135,0.475,-0.138,0.475,-0.207,0.475,-0.21,0.475,-0.391,0.475,-0.389
0.146,0.181,0.146,0.163,0.209,0.176,0.209,0.166,0.474,-0.046,0.474,-0.055,0.474,-0.136,0.474,-0.141,0.474,-0.208,0.474,-0.212,0.474,-0.408,0.474,-0.397
0.147,0.18,0.147,0.155,0.21,0.193,0.21,0.163,0.473,-0.046,0.473,-0.06,0.473,-0.138,0.473,-0.15,0.473,-0.215,0.473,-0.212,0.473,-0.414,0.473,-0.411
0.147,0.183,0.147,0.167,0.21,0.183,0.21,0.152,0.472,-0.046,0.472,-0.061,0.472,-0.147,0.472,-0.147,0.472,-0.216,0.472,-0.213,0.472,-0.419,0.472,-0.426
0.147,0.17,0.147,0.157,0.211,0.17,0.211,0.15,0.471,-0.054,0.471,-0.063,0.471,-0.138,0.471,-0.144,0.471,-0.215,0.471,-0.224,0.471,-0.437,0.471,-0.431
0.147,0.173,0.147,0.158,0.211,0.189,0.211,0.167,0.47,-0.049,0.47,-0.06,0.47,-0.147,0.47,-0.152,0.47,-0.221,0.47,-0.222,0.47,-0.448,0.47,-0.448
0.148,0.169,0.148,0.157,0.211,0.193,0.211,0.163,0.469,-0.052,0.469,-0.063,0.469,-0.144,0.469,-0.146,0.469,-0.219,0.469,-0.219,0.469,-0.454,0.469,-0.454
0.148,0.167,0.148,0.17,0.212,0.18,0.212,0.163,0.468,-0.055,0.468,-0.069,0.468,-0.15,0.468,-0.153,0.468,-0.228,0.468,-0.23,0.468,-0.462,0.468,-0.468
0.148,0.17,0.148,0.153,0.212,0.176,0.212,0.16,0.467,-0.055,0.467,-0.064,0.467,-0.143,0.467,-0.15,0.467,-0.222,0.467,-0.228,0.467,-0.471,0.467,-0.472
0.148,0.175,0.148,0.158,0.212,0.169,0.212,0.163,0.466,-0.054,0.466,-0.063,0.466,-0.143,0.466,-0.15,0.466,-0.23,0.466,-0.23,0.466,-0.485,0.466,-0.474
0.149,0.175,0.149,0.155,0.213,0.173,0.213,0.158,0.465,-0.055,0.465,-0.067,0.465,-0.158,0.465,-0.155,0.465,-0.23,0.465,-0.235,0.465,-0.485,0.465,-0.485
0.149,0.189,0.149,0.181,0.213,0.169,0.213,0.163,0.464,-0.057,0.464,-0.07,0.464,-0.149,0.464,-0.159,0.464,-0.228,0.464,-0.236,0.464,-0.494,0.464,-0.491
0.149,0.172,0.149,0.157,0.214,0.17,0.214,0.152,0.463,-0.057,0.463,-0.067,0.463,-0.153,0.463,-0.156,0.463,-0.228,0.463,-0.231,0.463,-0.494,0.463,-0.489
0.149,0.167,0.149,0.161,0.214,0.169,0.214,0.152,0.462,-0.063,0.462,-0.07,0.462,-0.161,0.462,-0.158,0.462,-0.228,0.462,-0.239,0.462,-0.5,0.462,-0.494
0.15,0.172,0.15,0.161,0.214,0.173,0.214,0.16,0.461,-0.06,0.461,-0.08,0.461,-0.156,0.461,-0.156,0.461,-0.233,0.461,-0.236,0.461,-0.501,0.461,-0.497
0.15,0.17,0.15,0.16,0.215,0.166,0.215,0.153,0.46,-0.064,0.46,-0.081,0.46,-0.156,0.46,-0.167,0.46,-0.228,0.46,-0.241,0.46,-0.501,0.46,-0.506
0.15,0.169,0.15,0.155,0.215,0.163,0.215,0.146,0.459,-0.066,0.459,-0.075,0.459,-0.158,0.459,-0.162,0.459,-0.231,0.459,-0.238,0.459,-0.506,0.459,-0.509
0.15,0.176,0.15,0.157,0.215,0.161,0.215,0.163,0.458,-0.064,0.458,-0.078,0.458,-0.158,0.458,-0.166,0.458,-0.233,0.458,-0.239,0.458,-0.512,0.458,-0.506
0.151,0.173,0.151,0.15,0.216,0.187,0.216,0.141,0.457,-0.067,0.457,-0.083,0.457,-0.161,0.457,-0.169,0.457,-0.233,0.457,-0.245,0.457,-0.511,0.457,-0.508
0.151,0.184,0.151,0.167,0.216,0.164,0.216,0.157,0.456,-0.069,0.456,-0.083,0.456,-0.162,0.456,-0.159,0.456,-0.238,0.456,-0.247,0.456,-0.508,0.456,-0.517
0.151,0.17,0.151,0.169,0.217,0.176,0.217,0.138,0.455,-0.074,0.455,-0.08,0.455,-0.159,0.455,-0.169,0.455,-0.23,0.455,-0.244,0.455,-0.512,0.455,-0.518
0.151,0.181,0.151,0.157,0.217,0.189,0.217,0.144,0.454,-0.074,0.454,-0.086,0.454,-0.158,0.454,-0.172,0.454,-0.241,0.454,-0.247,0.454,-0.517,0.454,-0.515
0.152,0.17,0.152,0.16,0.217,0.157,0.217,0.144,0.453,-0.08,0.453,-0.084,0.453,-0.166,0.453,-0.167,0.453,-0.238,0.453,-0.242,0.453,-0.517,0.453,-0.515
0.152,0.173,0.152,0.157,0.218,0.178,0.218,0.153,0.452,-0.074,0.452,-0.083,0.452,-0.17,0.452,-0.175,0.452,-0.235,0.452,-0.25,0.452,-0.515,0.452,-0.521
0.152,0.166,0.152,0.161,0.218,0.166,0.218,0.134,0.451,-0.083,0.451,-0.086,0.451,-0.172,0.451,-0.175,0.451,-0.241,0.451,-0.25,0.451,-0.527,0.451,-0.527
0.152,0.172,0.152,0.16,0.219,0.16,0.219,0.143,0.45,-0.083,0.45,-0.089,0.45,-0.166,0.45,-0.173,0.45,-0.247,0.45,-0.25,0.45,-0.534,0.45,-0.521
0.153,0.181,0.153,0.15,0.219,0.169,0.219,0.153,0.449,-0.08,0.449,-0.089,0.449,-0.164,0.449,-0.181,0.449,-0.238,0.449,-0.259,0.449,-0.527,0.449,-0.527
0.153,0.172,0.153,0.158,0.219,0.16,0.219,0.132,0.448,-0.083,0.448,-0.095,0.448,-0.172,0.448,-0.179,0.448,-0.245,0.448,-0.25,0.448,-0.524,0.448,-0.529
0.153,0.17,0.153,0.149,0.22,0.15,0.22,0.132,0.447,-0.078,0.447,-0.095,0.447,-0.166,0.447,-0.173,0.447,-0.247,0.447,-0.256,0.447,-0.523,0.447,-0.531
0.153,0.173,0.153,0.152,0.22,0.138,0.22,0.15,0.446,-0.08,0.446,-0.093,0.446,-0.178,0.446,-0.189,0.446,-0.25,0.446,-0.256,0.446,-0.531,0.446,-0.529
0.154,0.17,0.154,0.158,0.22,0.158,0.22,0.143,0.445,-0.083,0.445,-0.092,0.445,-0.179,0.445,-0.182,0.445,-0.248,0.445,-0.256,0.445,-0.534,0.445,-0.534
0.154,0.17,0.154,0.15,0.221,0.163,0.221,0.14,0.444,-0.086,0.444,-0.093,0.444,-0.185,0.444,-0.19,0.444,-0.247,0.444,-0.265,0.444,-0.532,0.444,-0.544
0.154,0.172,0.154,0.155,0.221,0.158,0.221,0.14,0.443,-0.086,0.443,-0.097,0.443,-0.181,0.443,-0.195,0.443,-0.25,0.443,-0.267,0.443,-0.535,0.443,-0.546
0.154,0.173,0.154,0.157,0.222,0.153,0.222,0.138,0.442,-0.084,0.442,-0.098,0.442,-0.187,0.442,-0.19,0.442,-0.254,0.442,-0.262,0.442,-0.54,0.442,-0.541
0.155,0.172,0.155,0.153,0.222,0.146,0.222,0.123,0.441,-0.089,0.441,-0.1,0.441,-0.182,0.441,-0.192,0.441,-0.261,0.441,-0.271,0.441,-0.541,0.441,-0.544
0.155,0.175,0.155,0.161,0.222,0.158,0.222,0.137,0.44,-0.089,0.44,-0.098,0.44,-0.19,0.44,-0.193,0.44,-0.264,0.44,-0.276,0.44,-0.54,0.44,-0.555
0.155,0.169,0.155,0.16,0.223,0.143,0.223,0.138,0.439,-0.093,0.439,-0.098,0.439,-0.19,0.439,-0.195,0.439,-0.264,0.439,-0.274,0.439,-0.544,0.439,-0.561
0.155,0.173,0.155,0.152,0.223,0.158,0.223,0.141,0.438,-0.089,0.438,-0.103,0.438,-0.19,0.438,-0.201,0.438,-0.265,0.438,-0.278,0.438,-0.55,0.438,-0.56
0.156,0.175,0.156,0.149,0.223,0.158,0.223,0.132,0.437,-0.092,0.437,-0.103,0.437,-0.187,0.437,-0.204,0.437,-0.262,0.437,-0.284,0.437,-0.543,0.437,-0.569
0.156,0.161,0.156,0.16,0.224,0.147,0.224,0.134,0.436,-0.097,0.436,-0.107,0.436,-0.196,0.436,-0.215,0.436,-0.273,0.436,-0.288,0.436,-0.554,0.436,-0.57
0.156,0.161,0.156,0.153,0.224,0.14,0.224,0.169,0.435,-0.095,0.435,-0.107,0.435,-0.193,0.435,-0.208,0.435,-0.27,0.435,-0.284,0.435,-0.564,0.435,-0.578
0.157,0.167,0.157,0.158,0.225,0.149,0.225,0.129,0.434,-0.098,0.434,-0.109,0.434,-0.198,0.434,-0.21,0.434,-0.271,0.434,-0.29,0.434,-0.566,0.434,-0.569
0.157,0.167,0.157,0.14,0.225,0.141,0.225,0.146,0.433,-0.095,0.433,-0.112,0.433,-0.198,0.433,-0.207,0.433,-0.274,0.433,-0.297,0.433,-0.557,0.433,-0.578
0.157,0.167,0.157,0.158,0.225,0.153,0.225,0.14,0.432,-0.098,0.432,-0.109,0.432,-0.205,0.432,-0.212,0.432,-0.282,0.432,-0.299,0.432,-0.575,0.432,-0.581
0.157,0.172,0.157,0.149,0.226,0.15,0.226,0.126,0.431,-0.098,0.431,-0.11,0.431,-0.204,0.431,-0.215,0.431,-0.285,0.431,-0.302,0.431,-0.578,0.431,-0.589
0.158,0.169,0.158,0.152,0.226,0.132,0.226,0.13,0.43,-0.101,0.43,-0.116,0.43,-0.208,0.43,-0.221,0.43,-0.284,0.43,-0.308,0.43,-0.584,0.43,-0.589
0.158,0.167,0.158,0.143,0.226,0.15,0.226,0.137,0.429,-0.103,0.429,-0.113,0.429,-0.216,0.429,-0.219,0.429,-0.285,0.429,-0.308,0.429,-0.589,0.429,-0.597
0.158,0.153,0.158,0.158,0.227,0.17,0.227,0.149,0.428,-0.11,0.428,-0.116,0.428,-0.215,0.428,-0.224,0.428,-0.294,0.428,-0.31,0.428,-0.59,0.428,-0.603
0.158,0.172,0.158,0.153,0.227,0.163,0.227,0.137,0.427,-0.11,0.427,-0.121,0.427,-0.222,0.427,-0.224,0.427,-0.301,0.427,-0.308,0.427,-0.603,0.427,-0.613
0.159,0.175,0.159,0.163,0.228,0.138,0.228,0.123,0.426,-0.112,0.426,-0.12,0.426,-0.21,0.426,-0.231,0.426,-0.305,0.426,-0.314,0.426,-0.61,0.426,-0.607
